#Note:E; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1106 1.24576186e+0 -1.38452055e+0
1108 1.14478116e+0 -1.34764124e+0
1110 1.05568184e+0 -1.30477206e+0
1112 9.77267922e-1 -1.25794020e+0
1114 9.08334922e-1 -1.20863116e+0
1116 8.47745225e-1 -1.15791545e+0
1118 7.94464025e-1 -1.10655167e+0
1120 7.47571758e-1 -1.05506704e+0
1122 7.06263367e-1 -1.00381869e+0
1124 6.69840777e-1 -9.53039579e-1
1126 6.37702363e-1 -9.02872599e-1
1128 6.09331590e-1 -8.53395615e-1
1130 5.84285971e-1 -8.04639837e-1
1132 5.62186928e-1 -7.56603218e-1
1134 5.42710781e-1 -7.09260195e-1
1136 5.25580902e-1 -6.62568749e-1
1138 5.10560981e-1 -6.16475493e-1
1140 4.97449294e-1 -5.70919317e-1
1142 4.86073869e-1 -5.25833980e-1
1144 4.76288408e-1 -4.81149916e-1
1146 4.67968883e-1 -4.36795475e-1
1148 4.61010689e-1 -3.92697745e-1
1150 4.55326285e-1 -3.48783057e-1
1152 4.50843237e-1 -3.04977264e-1
1154 4.47502624e-1 -2.61205852e-1
1156 4.45257731e-1 -2.17393916e-1
1158 4.44073022e-1 -1.73466047e-1
1160 4.43923329e-1 -1.29346137e-1
1162 4.44793255e-1 -8.49571317e-2
1164 4.46676765e-1 -4.02207366e-2
1166 4.49576945e-1 4.94292167e-3
1168 4.53505930e-1 5.06156613e-2
1170 4.58484998e-1 9.68816444e-2
1172 4.64544816e-1 1.43827803e-1
1174 4.71725865e-1 1.91544293e-1
1176 4.80079040e-1 2.40124971e-1
1178 4.89666439e-1 2.89667894e-1
1180 5.00562372e-1 3.40275849e-1
1182 5.12854612e-1 3.92056892e-1
1184 5.26645923e-1 4.45124909e-1
1186 5.42055906e-1 4.99600176e-1
1188 5.59223227e-1 5.55609922e-1
1190 5.78308286e-1 6.13288860e-1
1192 5.99496417e-1 6.72779672e-1
1194 6.23001717e-1 7.34233403e-1
1196 6.49071629e-1 7.97809708e-1
1198 6.77992448e-1 8.63676884e-1
