#Note:D; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1334 2.30491655e-1 -9.30836527e-1
1336 2.27628506e-1 -9.02528348e-1
1338 2.24972196e-1 -8.74518090e-1
1340 2.22514366e-1 -8.46782936e-1
1342 2.20247426e-1 -8.19300869e-1
1344 2.18164503e-1 -7.92050599e-1
1346 2.16259394e-1 -7.65011499e-1
1348 2.14526522e-1 -7.38163537e-1
1350 2.12960898e-1 -7.11487218e-1
1352 2.11558087e-1 -6.84963526e-1
1354 2.10314182e-1 -6.58573868e-1
1356 2.09225775e-1 -6.32300025e-1
1358 2.08289938e-1 -6.06124096e-1
1360 2.07504199e-1 -5.80028455e-1
1362 2.06866534e-1 -5.53995700e-1
1364 2.06375348e-1 -5.28008611e-1
1366 2.06029464e-1 -5.02050102e-1
1368 2.05828120e-1 -4.76103177e-1
1370 2.05770960e-1 -4.50150889e-1
1372 2.05858034e-1 -4.24176296e-1
1374 2.06089793e-1 -3.98162417e-1
1376 2.06467096e-1 -3.72092188e-1
1378 2.06991210e-1 -3.45948424e-1
1380 2.07663820e-1 -3.19713767e-1
1382 2.08487036e-1 -2.93370647e-1
1384 2.09463407e-1 -2.66901234e-1
1386 2.10595932e-1 -2.40287393e-1
1388 2.11888081e-1 -2.13510632e-1
1390 2.13343813e-1 -1.86552054e-1
1392 2.14967599e-1 -1.59392303e-1
1394 2.16764452e-1 -1.32011513e-1
1396 2.18739954e-1 -1.04389244e-1
1398 2.20900294e-1 -7.65044282e-2
1400 2.23252304e-1 -4.83353029e-2
1402 2.25803505e-1 -1.98593429e-2
1404 2.28562155e-1 8.94681030e-3
1406 2.31537305e-1 3.81074254e-2
1408 2.34738861e-1 6.76477623e-2
1410 2.38177653e-1 9.75941594e-2
1412 2.41865509e-1 1.27974127e-1
1414 2.45815347e-1 1.58816448e-1
1416 2.50041264e-1 1.90151285e-1
1418 2.54558650e-1 2.22010295e-1
1420 2.59384306e-1 2.54426761e-1
1422 2.64536578e-1 2.87435719e-1
1424 2.70035511e-1 3.21074112e-1
1426 2.75903015e-1 3.55380945e-1
1428 2.82163061e-1 3.90397460e-1
1430 2.88841896e-1 4.26167321e-1
1432 2.95968281e-1 4.62736822e-1
1434 3.03573772e-1 5.00155106e-1
1436 3.11693027e-1 5.38474406e-1
1438 3.20364159e-1 5.77750312e-1
1440 3.29629136e-1 6.18042055e-1
1442 3.39534240e-1 6.59412822e-1
1444 3.50130580e-1 7.01930096e-1
1446 3.61474695e-1 7.45666033e-1
1448 3.73629224e-1 7.90697859e-1
1450 3.86663699e-1 8.37108321e-1
1452 4.00655436e-1 8.84986163e-1
1454 4.15690576e-1 9.34426651e-1
1456 4.31865286e-1 9.85532132e-1
1458 4.49287152e-1 1.03841265e+0
1460 4.68076797e-1 1.09318661e+0
1462 4.88369768e-1 1.14998144e+0
1464 5.10318749e-1 1.20893439e+0
1466 5.34096141e-1 1.27019327e+0
1468 5.59897116e-1 1.33391726e+0
1470 5.87943200e-1 1.40027770e+0
1472 6.18486524e-1 1.46945894e+0
1474 6.51814865e-1 1.54165899e+0
1476 6.88257640e-1 1.61709017e+0
1478 7.28193066e-1 1.69597954e+0
1480 7.72056724e-1 1.77856892e+0
1482 8.20351840e-1 1.86511452e+0
1484 8.73661651e-1 1.95588572e+0
1486 9.32664312e-1 2.05116284e+0
1488 9.98150906e-1 2.15123319e+0
1490 1.07104720e+0 2.25638490e+0
1492 1.15244000e+0 2.36689734e+0
1494 1.24360889e+0 2.48302677e+0
1496 1.34606461e+0 2.60498518e+0
1498 1.46159493e+0 2.73290938e+0
1500 1.59231917e+0 2.86681620e+0
1502 1.74075197e+0 3.00653800e+0
1504 1.90987613e+0 3.15163023e+0
1506 2.10322234e+0 3.30123957e+0
1508 2.32495026e+0 3.45391703e+0
1510 2.57991858e+0 3.60735497e+0
1512 2.87372044e+0 3.75802149e+0
1514 3.21264072e+0 3.90066136e+0
1516 3.60346032e+0 4.02763420e+0
1518 4.05298467e+0 4.12807777e+0
1520 4.56710945e+0 4.18693600e+0
1522 5.14916782e+0 4.18400873e+0
1524 5.79727783e+0 4.09340484e+0
1526 6.50053803e+0 3.88413626e+0
1528 7.23440250e+0 3.52299961e+0
1530 7.95661237e+0 2.98101950e+0
1532 8.60654601e+0 2.24386165e+0
1534 9.11172158e+0 1.32404225e+0
1536 9.40334626e+0 2.69059727e-1
1538 9.43709474e+0 -8.41933414e-1
1540 9.20904739e+0 -1.91555623e+0
1542 8.75699837e+0 -2.86878999e+0
1544 8.14633215e+0 -3.64813184e+0
1546 7.44939220e+0 -4.23512578e+0
1548 6.72885157e+0 -4.63967431e+0
1550 6.02987825e+0 -4.88819092e+0
1552 5.37983939e+0 -5.01284899e+0
1554 4.79192896e+0 -5.04458983e+0
1556 4.26970421e+0 -5.00976776e+0
1558 3.81097128e+0 -4.92924151e+0
1560 3.41056768e+0 -4.81874591e+0
1562 3.06213679e+0 -4.68976019e+0
1564 2.75915714e+0 -4.55045134e+0
1566 2.49548169e+0 -4.40650882e+0
1568 2.26557925e+0 -4.26181596e+0
1570 2.06460721e+0 -4.11896203e+0
1572 1.88839526e+0 -3.97962090e+0
1574 1.73338729e+0 -3.84482531e+0
1576 1.59656783e+0 -3.71516334e+0
1578 1.47538672e+0 -3.59091782e+0
1580 1.36768899e+0 -3.47216480e+0
1582 1.27165254e+0 -3.35884273e+0
1584 1.18573444e+0 -3.25080094e+0
1586 1.10862537e+0 -3.14783340e+0
1588 1.03921137e+0 -3.04970214e+0
1590 9.76542022e-1 -2.95615331e+0
1592 9.19803972e-1 -2.86692811e+0
1594 8.68298990e-1 -2.78177014e+0
1596 8.21425768e-1 -2.70043008e+0
1598 7.78664827e-1 -2.62266869e+0
1600 7.39565964e-1 -2.54825854e+0
1602 7.03737806e-1 -2.47698484e+0
1604 6.70839087e-1 -2.40864576e+0
1606 6.40571352e-1 -2.34305228e+0
1608 6.12672834e-1 -2.28002781e+0
1610 5.86913307e-1 -2.21940769e+0
1612 5.63089732e-1 -2.16103854e+0
1614 5.41022585e-1 -2.10477758e+0
1616 5.20552734e-1 -2.05049193e+0
1618 5.01538778e-1 -1.99805795e+0
1620 4.83854786e-1 -1.94736057e+0
1622 4.67388348e-1 -1.89829263e+0
1624 4.52038914e-1 -1.85075431e+0
1626 4.37716357e-1 -1.80465254e+0
1628 4.24339736e-1 -1.75990048e+0
1630 4.11836226e-1 -1.71641706e+0
1632 4.00140190e-1 -1.67412648e+0
1634 3.89192369e-1 -1.63295783e+0
1636 3.78939182e-1 -1.59284468e+0
1638 3.69332111e-1 -1.55372476e+0
1640 3.60327160e-1 -1.51553957e+0
1642 3.51884390e-1 -1.47823415e+0
1644 3.43967499e-1 -1.44175678e+0
1646 3.36543460e-1 -1.40605868e+0
1648 3.29582200e-1 -1.37109385e+0
1650 3.23056314e-1 -1.33681882e+0
1652 3.16940816e-1 -1.30319243e+0
1654 3.11212914e-1 -1.27017568e+0
1656 3.05851813e-1 -1.23773157e+0
1658 3.00838543e-1 -1.20582489e+0
1660 2.96155798e-1 -1.17442214e+0
1662 2.91787802e-1 -1.14349135e+0
1664 2.87720182e-1 -1.11300198e+0
1666 2.83939861e-1 -1.08292481e+0
1668 2.80434960e-1 -1.05323179e+0
1670 2.77194709e-1 -1.02389599e+0
1672 2.74209374e-1 -9.94891493e-1
1674 2.71470185e-1 -9.66193286e-1
1676 2.68969278e-1 -9.37777196e-1
1678 2.66699639e-1 -9.09619810e-1
1680 2.64655062e-1 -8.81698398e-1
1682 2.62830106e-1 -8.53990844e-1
1684 2.61220057e-1 -8.26475578e-1
1686 2.59820904e-1 -7.99131517e-1
1688 2.58629310e-1 -7.71938000e-1
1690 2.57642593e-1 -7.44874729e-1
1692 2.56858709e-1 -7.17921716e-1
1694 2.56276241e-1 -6.91059225e-1
1696 2.55894391e-1 -6.64267716e-1
1698 2.55712977e-1 -6.37527800e-1
1700 2.55732430e-1 -6.10820178e-1
1702 2.55953801e-1 -5.84125595e-1
1704 2.56378769e-1 -5.57424787e-1
1706 2.57009649e-1 -5.30698432e-1
1708 2.57849414e-1 -5.03927095e-1
1710 2.58901711e-1 -4.77091177e-1
1712 2.60170887e-1 -4.50170865e-1
1714 2.61662022e-1 -4.23146075e-1
1716 2.63380959e-1 -3.95996398e-1
1718 2.65334348e-1 -3.68701045e-1
1720 2.67529696e-1 -3.41238786e-1
1722 2.69975412e-1 -3.13587890e-1
1724 2.72680875e-1 -2.85726065e-1
1726 2.75656501e-1 -2.57630388e-1
1728 2.78913817e-1 -2.29277240e-1
1730 2.82465555e-1 -2.00642234e-1
1732 2.86325742e-1 -1.71700138e-1
1734 2.90509816e-1 -1.42424795e-1
1736 2.95034749e-1 -1.12789044e-1
1738 2.99919184e-1 -8.27646282e-2
1740 3.05183592e-1 -5.23221043e-2
1742 3.10850451e-1 -2.14307439e-2
1744 3.16944436e-1 9.94156864e-3
1746 3.23492652e-1 4.18284449e-2
1748 3.30524874e-1 7.42651062e-2
1750 3.38073839e-1 1.07288503e-1
1752 3.46175557e-1 1.40937439e-1
1754 3.54869681e-1 1.75252703e-1
1756 3.64199910e-1 2.10277201e-1
1758 3.74214458e-1 2.46056095e-1
1760 3.84966577e-1 2.82636944e-1
1762 3.96515162e-1 3.20069843e-1
1764 4.08925435e-1 3.58407562e-1
1766 4.22269723e-1 3.97705675e-1
1768 4.36628356e-1 4.38022682e-1
1770 4.52090690e-1 4.79420114e-1
1772 4.68756282e-1 5.21962598e-1
1774 4.86736238e-1 5.65717904e-1
1776 5.06154771e-1 6.10756916e-1
1778 5.27150993e-1 6.57153539e-1
1780 5.49880981e-1 7.04984500e-1
1782 5.74520168e-1 7.54329008e-1
1784 6.01266114e-1 8.05268224e-1
1786 6.30341704e-1 8.57884494e-1
1788 6.61998857e-1 9.12260233e-1
1790 6.96522830e-1 9.68476392e-1
1792 7.34237183e-1 1.02661033e+0
1794 7.75509535e-1 1.08673295e+0
1796 8.20758189e-1 1.14890478e+0
1798 8.70459749e-1 1.21317085e+0
1800 9.25157817e-1 1.27955367e+0
1802 9.85472844e-1 1.34804412e+0
1804 1.05211315e+0 1.41858923e+0
1806 1.12588705e+0 1.49107613e+0
1808 1.20771581e+0 1.56531092e+0
1810 1.29864692e+0 1.64099101e+0
1812 1.39986675e+0 1.71766894e+0
1814 1.51271089e+0 1.79470551e+0
1816 1.63866945e+0 1.87120940e+0
1818 1.77938311e+0 1.94596037e+0
1820 1.93662326e+0 2.01731288e+0
1822 2.11224658e+0 2.08307825e+0
1824 2.30811006e+0 2.14038500e+0
1826 2.52592742e+0 2.18552246e+0
1828 2.76704257e+0 2.21378080e+0
1830 3.03209243e+0 2.21931593e+0
1832 3.32053374e+0 2.19508998e+0
1834 3.63002432e+0 2.13296795e+0
1836 3.95568881e+0 2.02408304e+0
1838 4.28937180e+0 1.85960058e+0
1840 4.61908981e+0 1.63198249e+0
1842 4.92900878e+0 1.33673973e+0
1844 5.20032382e+0 9.74432923e-1
1846 5.41329209e+0 5.52382358e-1
1848 5.55028991e+0 8.53353715e-2
1850 5.59921310e+0 -4.05558494e-1
1852 5.55612006e+0 -8.95567922e-1
1854 5.42609867e+0 -1.36030585e+0
1856 5.22200723e+0 -1.77951584e+0
1858 4.96162475e+0 -2.13955494e+0
1860 4.66429218e+0 -2.43406228e+0
1862 4.34806942e+0 -2.66306643e+0
1864 4.02795655e+0 -2.83122472e+0
1866 3.71520780e+0 -2.94590121e+0
1868 3.41745245e+0 -3.01554590e+0
1870 3.13925985e+0 -3.04855569e+0
1872 2.88285464e+0 -3.05260143e+0
1874 2.64880085e+0 -3.03431477e+0
1876 2.43657078e+0 -2.99921301e+0
1878 2.24497753e+0 -2.95176043e+0
1880 2.07248304e+0 -2.89549465e+0
1882 1.91740570e+0 -2.83317369e+0
1884 1.77805288e+0 -2.76691905e+0
1886 1.65280038e+0 -2.69834346e+0
1888 1.54013594e+0 -2.62865886e+0
1890 1.43867926e+0 -2.55876505e+0
1892 1.34718730e+0 -2.48932067e+0
1894 1.26455088e+0 -2.42079929e+0
1896 1.18978635e+0 -2.35353322e+0
1898 1.12202493e+0 -2.28774757e+0
1900 1.06050125e+0 -2.22358643e+0
1902 1.00454202e+0 -2.16113313e+0
1904 9.53555225e-1 -2.10042564e+0
1906 9.07020345e-1 -2.04146846e+0
1908 8.64479448e-1 -1.98424161e+0
1910 8.25529326e-1 -1.92870752e+0
1912 7.89814552e-1 -1.87481628e+0
1914 7.57021413e-1 -1.82250955e+0
1916 7.26872616e-1 -1.77172357e+0
1918 6.99122698e-1 -1.72239140e+0
1920 6.73554032e-1 -1.67444458e+0
1922 6.49973378e-1 -1.62781432e+0
1924 6.28208883e-1 -1.58243247e+0
1926 6.08107495e-1 -1.53823209e+0
1928 5.89532705e-1 -1.49514792e+0
1930 5.72362605e-1 -1.45311669e+0
1932 5.56488191e-1 -1.41207726e+0
1934 5.41811888e-1 -1.37197076e+0
1936 5.28246274e-1 -1.33274062e+0
1938 5.15712964e-1 -1.29433250e+0
1940 5.04141633e-1 -1.25669435e+0
1942 4.93469171e-1 -1.21977622e+0
1944 4.83638940e-1 -1.18353028e+0
1946 4.74600126e-1 -1.14791062e+0
1948 4.66307171e-1 -1.11287323e+0
1950 4.58719279e-1 -1.07837584e+0
1952 4.51799980e-1 -1.04437779e+0
1954 4.45516751e-1 -1.01083997e+0
1956 4.39840686e-1 -9.77724659e-1
1958 4.34746209e-1 -9.44995433e-1
1960 4.30210817e-1 -9.12617058e-1
1962 4.26214874e-1 -8.80555373e-1
1964 4.22741414e-1 -8.48777199e-1
1966 4.19775989e-1 -8.17250227e-1
1968 4.17306534e-1 -7.85942932e-1
1970 4.15323255e-1 -7.54824470e-1
1972 4.13818541e-1 -7.23864596e-1
1974 4.12786893e-1 -6.93033567e-1
1976 4.12224879e-1 -6.62302066e-1
1978 4.12131096e-1 -6.31641113e-1
1980 4.12506156e-1 -6.01021986e-1
1982 4.13352694e-1 -5.70416147e-1
1984 4.14675384e-1 -5.39795161e-1
1986 4.16480980e-1 -5.09130628e-1
1988 4.18778369e-1 -4.78394109e-1
1990 4.21578650e-1 -4.47557058e-1
1992 4.24895225e-1 -4.16590758e-1
1994 4.28743916e-1 -3.85466254e-1
1996 4.33143106e-1 -3.54154301e-1
1998 4.38113896e-1 -3.22625299e-1
2000 4.43680299e-1 -2.90849252e-1
2002 4.49869457e-1 -2.58795716e-1
2004 4.56711890e-1 -2.26433767e-1
2006 4.64241782e-1 -1.93731969e-1
2008 4.72497311e-1 -1.60658361e-1
2010 4.81521011e-1 -1.27180452e-1
2012 4.91360200e-1 -9.32652412e-2
2014 5.02067450e-1 -5.88792492e-2
2016 5.13701127e-1 -2.39885903e-2
2018 5.26325995e-1 1.14409289e-2
2020 5.40013911e-1 4.74436640e-2
2022 5.54844591e-1 8.40539335e-2
2024 5.70906493e-1 1.21305751e-1
2026 5.88297802e-1 1.59232472e-1
2028 6.07127546e-1 1.97866339e-1
2030 6.27516845e-1 2.37237887e-1
2032 6.49600326e-1 2.77375192e-1
2034 6.73527698e-1 3.18302914e-1
2036 6.99465524e-1 3.60041086e-1
2038 7.27599191e-1 4.02603583e-1
2040 7.58135092e-1 4.45996201e-1
2042 7.91303035e-1 4.90214253e-1
2044 8.27358868e-1 5.35239547e-1
2046 8.66587308e-1 5.81036624e-1
2048 9.09304945e-1 6.27548059e-1
2050 9.55863342e-1 6.74688618e-1
2052 1.00665213e+0 7.22338012e-1
2054 1.06210189e+0 7.70331918e-1
2056 1.12268660e+0 8.18450932e-1
2058 1.18892522e+0 8.66406998e-1
2060 1.26138173e+0 9.13826889e-1
2062 1.34066296e+0 9.60232243e-1
2064 1.42741288e+0 1.00501571e+0
2066 1.52230186e+0 1.04741291e+0
2068 1.62600864e+0 1.08647019e+0
2070 1.73919234e+0 1.12100856e+0
2072 1.86245100e+0 1.14958540e+0
2074 1.99626252e+0 1.17045653e+0
2076 2.14090362e+0 1.18154366e+0
2078 2.29634263e+0 1.18041507e+0
2080 2.46210379e+0 1.16429112e+0
2082 2.63710419e+0 1.13009039e+0
2084 2.81947192e+0 1.07453617e+0
2086 3.00636439e+0 9.94344254e-1
2088 3.19382070e+0 8.86508868e-1
2090 3.37669746e+0 7.48690658e-1
2092 3.54874888e+0 5.79684869e-1
2094 3.70290961e+0 3.79911287e-1
2096 3.83181213e+0 1.51827145e-1
2098 3.92851560e+0 -9.98622196e-2
2100 3.98734801e+0 -3.68310937e-1
2102 4.00469508e+0 -6.45015033e-1
2104 3.97954501e+0 -9.20625226e-1
2106 3.91364146e+0 -1.18593905e+0
2108 3.81120232e+0 -1.43285839e+0
2110 3.67828460e+0 -1.65511153e+0
2112 3.52196402e+0 -1.84862044e+0
2114 3.34951824e+0 -2.01150393e+0
2116 3.16776043e+0 -2.14379669e+0
2118 2.98259620e+0 -2.24700705e+0
2120 2.79880712e+0 -2.32363190e+0
2122 2.62001827e+0 -2.37671427e+0
2124 2.44878952e+0 -2.40948940e+0
2126 2.28677329e+0 -2.42513166e+0
2128 2.13489469e+0 -2.42659390e+0
2130 1.99352549e+0 -2.41652049e+0
2132 1.86263663e+0 -2.39721383e+0
2134 1.74192340e+0 -2.37063592e+0
2136 1.63090321e+0 -2.33843086e+0
2138 1.52898903e+0 -2.30195794e+0
2140 1.43554250e+0 -2.26232860e+0
2142 1.34991111e+0 -2.22044305e+0
2144 1.27145310e+0 -2.17702433e+0
2146 1.19955345e+0 -2.13264851e+0
2148 1.13363327e+0 -2.08777093e+0
2150 1.07315475e+0 -2.04274843e+0
2152 1.01762291e+0 -1.99785794e+0
2154 9.66585360e-1 -1.95331184e+0
2156 9.19630727e-1 -1.90927066e+0
2158 8.76386298e-1 -1.86585333e+0
2160 8.36515282e-1 -1.82314561e+0
2162 7.99713887e-1 -1.78120686e+0
2164 7.65708411e-1 -1.74007552e+0
2166 7.34252414e-1 -1.69977355e+0
2168 7.05124070e-1 -1.66030993e+0
2170 6.78123694e-1 -1.62168360e+0
2172 6.53071485e-1 -1.58388568e+0
2174 6.29805465e-1 -1.54690132e+0
2176 6.08179627e-1 -1.51071118e+0
2178 5.88062265e-1 -1.47529259e+0
2180 5.69334476e-1 -1.44062048e+0
2182 5.51888827e-1 -1.40666808e+0
2184 5.35628167e-1 -1.37340759e+0
2186 5.20464558e-1 -1.34081052e+0
2188 5.06318341e-1 -1.30884814e+0
2190 4.93117288e-1 -1.27749172e+0
2192 4.80795862e-1 -1.24671273e+0
2194 4.69294548e-1 -1.21648300e+0
2196 4.58559268e-1 -1.18677487e+0
2198 4.48540851e-1 -1.15756124e+0
2200 4.39194567e-1 -1.12881561e+0
2202 4.30479713e-1 -1.10051217e+0
2204 4.22359240e-1 -1.07262579e+0
2206 4.14799422e-1 -1.04513199e+0
2208 4.07769565e-1 -1.01800700e+0
2210 4.01241741e-1 -9.91227697e-1
2212 3.95190557e-1 -9.64771618e-1
2214 3.89592944e-1 -9.38616904e-1
2216 3.84427973e-1 -9.12742295e-1
2218 3.79676687e-1 -8.87127088e-1
2220 3.75321957e-1 -8.61751108e-1
2222 3.71348348e-1 -8.36594672e-1
2224 3.67742004e-1 -8.11638553e-1
2226 3.64490546e-1 -7.86863946e-1
2228 3.61582980e-1 -7.62252429e-1
2230 3.59009618e-1 -7.37785928e-1
2232 3.56762009e-1 -7.13446679e-1
2234 3.54832879e-1 -6.89217195e-1
2236 3.53216081e-1 -6.65080226e-1
2238 3.51906549e-1 -6.41018724e-1
2240 3.50900267e-1 -6.17015809e-1
2242 3.50194235e-1 -5.93054732e-1
2244 3.49786454e-1 -5.69118840e-1
2246 3.49675908e-1 -5.45191542e-1
2248 3.49862557e-1 -5.21256270e-1
2250 3.50347336e-1 -4.97296452e-1
2252 3.51132159e-1 -4.73295467e-1
2254 3.52219931e-1 -4.49236621e-1
2256 3.53614568e-1 -4.25103103e-1
2258 3.55321016e-1 -4.00877957e-1
2260 3.57345291e-1 -3.76544044e-1
2262 3.59694511e-1 -3.52084007e-1
2264 3.62376947e-1 -3.27480237e-1
2266 3.65402075e-1 -3.02714841e-1
2268 3.68780644e-1 -2.77769601e-1
2270 3.72524746e-1 -2.52625946e-1
2272 3.76647901e-1 -2.27264914e-1
2274 3.81165150e-1 -2.01667118e-1
2276 3.86093165e-1 -1.75812717e-1
2278 3.91450369e-1 -1.49681379e-1
2280 3.97257071e-1 -1.23252256e-1
2282 4.03535615e-1 -9.65039526e-2
2284 4.10310556e-1 -6.94145003e-2
2286 4.17608845e-1 -4.19613380e-2
2288 4.25460046e-1 -1.41212936e-2
2290 4.33896569e-1 1.41294269e-2
2292 4.42953942e-1 4.28152428e-2
2294 4.52671102e-1 7.19611924e-2
2296 4.63090733e-1 1.01592915e-1
2298 4.74259634e-1 1.31736616e-1
2300 4.86229136e-1 1.62419017e-1
2302 4.99055567e-1 1.93667277e-1
2304 5.12800771e-1 2.25508889e-1
2306 5.27532692e-1 2.57971540e-1
2308 5.43326027e-1 2.91082920e-1
2310 5.60262949e-1 3.24870486e-1
2312 5.78433929e-1 3.59361150e-1
2314 5.97938646e-1 3.94580887e-1
2316 6.18887004e-1 4.30554239e-1
2318 6.41400266e-1 4.67303690e-1
2320 6.65612323e-1 5.04848886e-1
2322 6.91671095e-1 5.43205663e-1
2324 7.19740088e-1 5.82384840e-1
2326 7.50000102e-1 6.22390713e-1
2328 7.82651115e-1 6.63219206e-1
2330 8.17914316e-1 7.04855565e-1
2332 8.56034303e-1 7.47271537e-1
2334 8.97281408e-1 7.90421872e-1
2336 9.41954116e-1 8.34240039e-1
2338 9.90381505e-1 8.78632958e-1
2340 1.04292561e+0 9.23474560e-1
2342 1.09998352e+0 9.68597927e-1
2344 1.16198902e+0 1.01378573e+0
2346 1.22941341e+0 1.05875869e+0
2348 1.30276497e+0 1.10316166e+0
2350 1.38258653e+0 1.14654712e+0
2352 1.46945012e+0 1.18835565e+0
2354 1.56394754e+0 1.22789336e+0
2356 1.66667533e+0 1.26430614e+0
2358 1.77821197e+0 1.29655127e+0
2360 1.89908508e+0 1.32336745e+0
2362 2.02972557e+0 1.34324506e+0
2364 2.17040564e+0 1.35440029e+0
2366 2.32115795e+0 1.35475818e+0
2368 2.48167365e+0 1.34195246e+0
2370 2.65117997e+0 1.31335261e+0
2372 2.82830134e+0 1.26613124e+0
2374 3.01091510e+0 1.19738645e+0
2376 3.19602127e+0 1.10433257e+0
2378 3.37965662e+0 9.84566698e-1
2380 3.55689221e+0 8.36405269e-1
2382 3.72195799e+0 6.59264240e-1
2384 3.86852968e+0 4.54029939e-1
2386 3.99018853e+0 2.23343063e-1
2388 4.08102251e+0 -2.82929580e-2
2390 4.13628681e+0 -2.94653121e-1
2392 4.15300082e+0 -5.68208787e-1
2394 4.13034946e+0 -8.40780000e-1
2396 4.06979107e+0 -1.10431104e+0
2398 3.97484524e+0 -1.35161924e+0
2400 3.85061523e+0 -1.57697625e+0
2402 3.70315950e+0 -1.77643328e+0
2404 3.53884506e+0 -1.94787425e+0
2406 3.36379243e+0 -2.09084327e+0
2408 3.18347603e+0 -2.20622823e+0
2410 3.00249508e+0 -2.29588650e+0
2412 2.82449409e+0 -2.36228127e+0
2414 2.65219418e+0 -2.40817168e+0
2416 2.48749304e+0 -2.43637479e+0
2418 2.33159790e+0 -2.44960015e+0
2420 2.18516538e+0 -2.45034718e+0
2422 2.04843222e+0 -2.44085162e+0
2424 1.92132860e+0 -2.42306713e+0
2426 1.80357114e+0 -2.39867007e+0
2428 1.69473622e+0 -2.36907826e+0
2430 1.59431572e+0 -2.33547683e+0
2432 1.50175803e+0 -2.29884678e+0
2434 1.41649747e+0 -2.25999338e+0
2436 1.33797444e+0 -2.21957269e+0
2438 1.26564888e+0 -2.17811550e+0
2440 1.19900855e+0 -2.13604825e+0
2442 1.13757374e+0 -2.09371111e+0
2444 1.08089939e+0 -2.05137323e+0
2446 1.02857547e+0 -2.00924559e+0
2448 9.80226202e-1 -1.96749174e+0
2450 9.35508497e-1 -1.92623662e+0
2452 8.94110042e-1 -1.88557388e+0
2454 8.55747099e-1 -1.84557189e+0
2456 8.20162261e-1 -1.80627865e+0
2458 7.87122217e-1 -1.76772581e+0
2460 7.56415613e-1 -1.72993194e+0
2462 7.27851014e-1 -1.69290522e+0
2464 7.01255028e-1 -1.65664560e+0
2466 6.76470559e-1 -1.62114657e+0
2468 6.53355221e-1 -1.58639660e+0
2470 6.31779891e-1 -1.55238028e+0
2472 6.11627402e-1 -1.51907928e+0
2474 5.92791363e-1 -1.48647310e+0
2476 5.75175099e-1 -1.45453968e+0
2478 5.58690692e-1 -1.42325588e+0
2480 5.43258134e-1 -1.39259788e+0
2482 5.28804552e-1 -1.36254149e+0
2484 5.15263526e-1 -1.33306240e+0
2486 5.02574473e-1 -1.30413634e+0
2488 4.90682099e-1 -1.27573928e+0
2490 4.79535901e-1 -1.24784750e+0
2492 4.69089729e-1 -1.22043769e+0
2494 4.59301390e-1 -1.19348702e+0
2496 4.50132294e-1 -1.16697317e+0
2498 4.41547137e-1 -1.14087436e+0
2500 4.33513614e-1 -1.11516938e+0
2502 4.26002165e-1 -1.08983757e+0
2504 4.18985746e-1 -1.06485884e+0
2506 4.12439626e-1 -1.04021366e+0
2508 4.06341198e-1 -1.01588303e+0
2510 4.00669814e-1 -9.91848482e-1
2512 3.95406643e-1 -9.68092050e-1
2514 3.90534528e-1 -9.44596258e-1
2516 3.86037878e-1 -9.21344088e-1
2518 3.81902551e-1 -8.98318960e-1
2520 3.78115765e-1 -8.75504705e-1
2522 3.74666014e-1 -8.52885543e-1
2524 3.71542988e-1 -8.30446052e-1
2526 3.68737509e-1 -8.08171146e-1
2528 3.66241475e-1 -7.86046050e-1
2530 3.64047805e-1 -7.64056272e-1
2532 3.62150393e-1 -7.42187576e-1
2534 3.60544079e-1 -7.20425964e-1
2536 3.59224605e-1 -6.98757645e-1
2538 3.58188598e-1 -6.77169012e-1
2540 3.57433547e-1 -6.55646622e-1
2542 3.56957785e-1 -6.34177170e-1
2544 3.56760480e-1 -6.12747466e-1
2546 3.56841632e-1 -5.91344414e-1
2548 3.57202067e-1 -5.69954991e-1
2550 3.57843448e-1 -5.48566225e-1
2552 3.58768279e-1 -5.27165176e-1
2554 3.59979922e-1 -5.05738914e-1
2556 3.61482614e-1 -4.84274502e-1
2558 3.63281494e-1 -4.62758979e-1
2560 3.65382633e-1 -4.41179339e-1
2562 3.67793067e-1 -4.19522520e-1
2564 3.70520841e-1 -3.97775383e-1
2566 3.73575059e-1 -3.75924705e-1
2568 3.76965934e-1 -3.53957160e-1
2570 3.80704856e-1 -3.31859314e-1
2572 3.84804457e-1 -3.09617618e-1
2574 3.89278694e-1 -2.87218395e-1
2576 3.94142937e-1 -2.64647846e-1
2578 3.99414062e-1 -2.41892048e-1
2580 4.05110568e-1 -2.18936958e-1
2582 4.11252690e-1 -1.95768427e-1
2584 4.17862539e-1 -1.72372214e-1
2586 4.24964249e-1 -1.48734015e-1
2588 4.32584138e-1 -1.24839487e-1
2590 4.40750894e-1 -1.00674303e-1
2592 4.49495770e-1 -7.62241965e-2
2594 4.58852809e-1 -5.14750395e-2
2596 4.68859086e-1 -2.64129261e-2
2598 4.79554971e-1 -1.02428250e-3
2600 4.90984431e-1 2.47040004e-2
2602 5.03195346e-1 5.07844044e-2
2604 5.16239869e-1 7.72285867e-2
2606 5.30174813e-1 1.04047141e-1
2608 5.45062072e-1 1.31249308e-1
2610 5.60969093e-1 1.58842631e-1
2612 5.77969372e-1 1.86832534e-1
2614 5.96143001e-1 2.15221826e-1
2616 6.15577261e-1 2.44010100e-1
2618 6.36367247e-1 2.73193018e-1
2620 6.58616541e-1 3.02761454e-1
