#Note:B; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
510 8.21274016e-2 -3.68405581e-1
512 8.23419522e-2 -3.53740995e-1
514 8.25698248e-2 -3.39032674e-1
516 8.28112600e-2 -3.24278401e-1
518 8.30665080e-2 -3.09475928e-1
520 8.33358295e-2 -2.94622968e-1
522 8.36194955e-2 -2.79717197e-1
524 8.39177882e-2 -2.64756250e-1
526 8.42310009e-2 -2.49737723e-1
528 8.45594391e-2 -2.34659167e-1
530 8.49034200e-2 -2.19518090e-1
532 8.52632740e-2 -2.04311952e-1
534 8.56393445e-2 -1.89038164e-1
536 8.60319886e-2 -1.73694087e-1
538 8.64415776e-2 -1.58277031e-1
540 8.68684978e-2 -1.42784247e-1
542 8.73131508e-2 -1.27212935e-1
544 8.77759542e-2 -1.11560229e-1
546 8.82573425e-2 -9.58232058e-2
548 8.87577674e-2 -7.99988765e-2
550 8.92776988e-2 -6.40841853e-2
552 8.98176255e-2 -4.80760068e-2
554 9.03780562e-2 -3.19711433e-2
556 9.09595198e-2 -1.57663217e-2
558 9.15625670e-2 5.41809285e-4
560 9.21877706e-2 1.69566826e-2
562 9.28357271e-2 3.34818160e-2
564 9.35070572e-2 5.01208155e-2
566 9.42024073e-2 6.68773791e-2
568 9.49224504e-2 8.37553003e-2
570 9.56678877e-2 1.00758472e-1
572 9.64394492e-2 1.17890892e-1
574 9.72378960e-2 1.35156664e-1
576 9.80640210e-2 1.52560005e-1
578 9.89186506e-2 1.70105250e-1
580 9.98026468e-2 1.87796855e-1
582 1.00716908e-1 2.05639403e-1
584 1.01662372e-1 2.23637610e-1
586 1.02640017e-1 2.41796329e-1
588 1.03650863e-1 2.60120559e-1
590 1.04695977e-1 2.78615447e-1
592 1.05776470e-1 2.97286298e-1
594 1.06893505e-1 3.16138579e-1
596 1.08048297e-1 3.35177929e-1
598 1.09242115e-1 3.54410165e-1
600 1.10476285e-1 3.73841287e-1
602 1.11752196e-1 3.93477493e-1
604 1.13071298e-1 4.13325181e-1
606 1.14435112e-1 4.33390962e-1
608 1.15845227e-1 4.53681669e-1
610 1.17303310e-1 4.74204366e-1
612 1.18811104e-1 4.94966359e-1
614 1.20370439e-1 5.15975208e-1
616 1.21983231e-1 5.37238739e-1
618 1.23651492e-1 5.58765055e-1
620 1.25377331e-1 5.80562551e-1
622 1.27162962e-1 6.02639926e-1
624 1.29010712e-1 6.25006200e-1
626 1.30923022e-1 6.47670727e-1
628 1.32902462e-1 6.70643215e-1
630 1.34951730e-1 6.93933739e-1
632 1.37073668e-1 7.17552764e-1
634 1.39271264e-1 7.41511160e-1
636 1.41547666e-1 7.65820227e-1
638 1.43906191e-1 7.90491713e-1
640 1.46350333e-1 8.15537842e-1
642 1.48883779e-1 8.40971334e-1
644 1.51510419e-1 8.66805433e-1
646 1.54234357e-1 8.93053939e-1
648 1.57059932e-1 9.19731228e-1
650 1.59991726e-1 9.46852296e-1
652 1.63034588e-1 9.74432782e-1
654 1.66193646e-1 1.00248901e+0
656 1.69474331e-1 1.03103803e+0
658 1.72882394e-1 1.06009764e+0
660 1.76423936e-1 1.08968646e+0
662 1.80105424e-1 1.11982396e+0
664 1.83933726e-1 1.15053051e+0
666 1.87916135e-1 1.18182743e+0
668 1.92060404e-1 1.21373706e+0
670 1.96374780e-1 1.24628282e+0
672 2.00868041e-1 1.27948925e+0
674 2.05549538e-1 1.31338211e+0
676 2.10429239e-1 1.34798847e+0
678 2.15517781e-1 1.38333672e+0
680 2.20826521e-1 1.41945675e+0
682 2.26367596e-1 1.45637997e+0
684 2.32153986e-1 1.49413944e+0
686 2.38199589e-1 1.53277000e+0
688 2.44519294e-1 1.57230835e+0
690 2.51129068e-1 1.61279319e+0
692 2.58046054e-1 1.65426537e+0
694 2.65288669e-1 1.69676804e+0
696 2.72876725e-1 1.74034679e+0
698 2.80831549e-1 1.78504983e+0
700 2.89176132e-1 1.83092821e+0
702 2.97935277e-1 1.87803599e+0
704 3.07135778e-1 1.92643047e+0
706 3.16806609e-1 1.97617245e+0
708 3.26979142e-1 2.02732648e+0
710 3.37687384e-1 2.07996117e+0
712 3.48968245e-1 2.13414947e+0
714 3.60861840e-1 2.18996906e+0
716 3.73411821e-1 2.24750268e+0
718 3.86665761e-1 2.30683860e+0
720 4.00675572e-1 2.36807101e+0
722 4.15497989e-1 2.43130056e+0
724 4.31195114e-1 2.49663490e+0
726 4.47835022e-1 2.56418926e+0
728 4.65492467e-1 2.63408712e+0
730 4.84249665e-1 2.70646096e+0
732 5.04197202e-1 2.78145302e+0
734 5.25435065e-1 2.85921620e+0
736 5.48073819e-1 2.93991505e+0
738 5.72235965e-1 3.02372682e+0
740 5.98057498e-1 3.11084267e+0
742 6.25689707e-1 3.20146898e+0
744 6.55301256e-1 3.29582878e+0
746 6.87080599e-1 3.39416341e+0
748 7.21238790e-1 3.49673426e+0
750 7.58012761e-1 3.60382473e+0
752 7.97669159e-1 3.71574243e+0
754 8.40508856e-1 3.83282154e+0
756 8.86872251e-1 3.95542545e+0
758 9.37145553e-1 4.08394963e+0
760 9.91768218e-1 4.21882475e+0
762 1.05124181e+0 4.36052008e+0
764 1.11614059e+0 4.50954712e+0
766 1.18712421e+0 4.66646343e+0
768 1.26495297e+0 4.83187660e+0
770 1.35050630e+0 5.00644826e+0
772 1.44480515e+0 5.19089787e+0
774 1.54903924e+0 5.38600609e+0
776 1.66460043e+0 5.59261718e+0
778 1.79312357e+0 5.81163976e+0
780 1.93653686e+0 6.04404488e+0
782 2.09712410e+0 6.29085972e+0
784 2.27760169e+0 6.55315472e+0
786 2.48121425e+0 6.83202036e+0
788 2.71185349e+0 7.12852844e+0
790 2.97420566e+0 7.44366987e+0
792 3.27393427e+0 7.77825721e+0
794 3.61790474e+0 8.13277414e+0
796 4.01445764e+0 8.50714563e+0
798 4.47373383e+0 8.90038967e+0
800 5.00804755e+0 9.31009264e+0
802 5.63228573e+0 9.73162492e+0
804 6.36427614e+0 1.01569783e+1
806 7.22499753e+0 1.05730668e+1
808 8.23837669e+0 1.09592995e+1
810 9.43019530e+0 1.12842419e+1
812 1.08252763e+1 1.15013290e+1
814 1.24416443e+1 1.15440535e+1
816 1.42799407e+1 1.13221507e+1
818 1.63066647e+1 1.07223767e+1
820 1.84322496e+1 9.62031869e+0
822 2.04914725e+1 7.91110189e+0
824 2.22437312e+1 5.56118659e+0
826 2.34152822e+1 2.66479740e+0
828 2.37870305e+1 -5.35255497e-1
830 2.32879069e+1 -3.69966381e+0
832 2.20281613e+1 -6.50363054e+0
834 2.02459239e+1 -8.73779947e+0
836 1.82099799e+1 -1.03404738e+1
838 1.61424403e+1 -1.13640852e+1
840 1.41887752e+1 -1.19180688e+1
842 1.24240899e+1 -1.21226013e+1
844 1.08737640e+1 -1.20835015e+1
846 9.53385540e+0 -1.18837710e+1
848 8.38593716e+0 -1.15841444e+1
850 7.40621573e+0 -1.12270930e+1
852 6.57047152e+0 -1.08413657e+1
854 5.85639802e+0 -1.04459045e+1
856 5.24448129e+0 -1.00528554e+1
858 4.71813038e+0 -9.66974697e+0
860 4.26346343e+0 -9.30101731e+0
862 3.86896448e+0 -8.94906066e+0
864 3.52511792e+0 -8.61493786e+0
866 3.22406870e+0 -8.29885407e+0
868 2.95932640e+0 -8.00047851e+0
870 2.72551618e+0 -7.71915721e+0
872 2.51817347e+0 -7.45405374e+0
874 2.33357655e+0 -7.20424149e+0
876 2.16861086e+0 -6.96876341e+0
878 2.02065932e+0 -6.74666998e+0
880 1.88751375e+0 -6.53704248e+0
882 1.76730326e+0 -6.33900667e+0
884 1.65843620e+0 -6.15173992e+0
886 1.55955301e+0 -5.97447421e+0
888 1.46948780e+0 -5.80649638e+0
890 1.38723695e+0 -5.64714667e+0
892 1.31193329e+0 -5.49581636e+0
894 1.24282490e+0 -5.35194465e+0
896 1.17925748e+0 -5.21501550e+0
898 1.12065984e+0 -5.08455423e+0
900 1.06653171e+0 -4.96012428e+0
902 1.01643358e+0 -4.84132410e+0
904 9.69978175e-1 -4.72778413e+0
906 9.26823290e-1 -4.61916413e+0
908 8.86665696e-1 -4.51515058e+0
910 8.49235997e-1 -4.41545435e+0
912 8.14294252e-1 -4.31980861e+0
914 7.81626229e-1 -4.22796681e+0
916 7.51040208e-1 -4.13970096e+0
918 7.22364223e-1 -4.05480000e+0
920 6.95443700e-1 -3.97306834e+0
922 6.70139405e-1 -3.89432453e+0
924 6.46325675e-1 -3.81840006e+0
926 6.23888876e-1 -3.74513825e+0
928 6.02726066e-1 -3.67439331e+0
930 5.82743823e-1 -3.60602938e+0
932 5.63857228e-1 -3.53991976e+0
934 5.45988961e-1 -3.47594614e+0
936 5.29068519e-1 -3.41399792e+0
938 5.13031523e-1 -3.35397164e+0
940 4.97819106e-1 -3.29577036e+0
942 4.83377371e-1 -3.23930320e+0
944 4.69656919e-1 -3.18448484e+0
946 4.56612423e-1 -3.13123509e+0
948 4.44202254e-1 -3.07947853e+0
950 4.32388147e-1 -3.02914413e+0
952 4.21134910e-1 -2.98016493e+0
954 4.10410158e-1 -2.93247770e+0
956 4.00184081e-1 -2.88602273e+0
958 3.90429242e-1 -2.84074351e+0
960 3.81120391e-1 -2.79658653e+0
962 3.72234307e-1 -2.75350102e+0
964 3.63749661e-1 -2.71143879e+0
966 3.55646890e-1 -2.67035403e+0
968 3.47908099e-1 -2.63020309e+0
970 3.40516971e-1 -2.59094437e+0
972 3.33458700e-1 -2.55253813e+0
974 3.26719938e-1 -2.51494636e+0
976 3.20288759e-1 -2.47813263e+0
978 3.14154640e-1 -2.44206198e+0
980 3.08308465e-1 -2.40670077e+0
982 3.02742544e-1 -2.37201660e+0
984 2.97450662e-1 -2.33797820e+0
986 2.92428151e-1 -2.30455531e+0
988 2.87671993e-1 -2.27171863e+0
990 2.83180967e-1 -2.23943973e+0
992 2.78955829e-1 -2.20769101e+0
994 2.74999556e-1 -2.17644567e+0
996 2.71317651e-1 -2.14567774e+0
998 2.67918524e-1 -2.11536210e+0
1000 2.64813970e-1 -2.08547466e+0
1002 2.62019761e-1 -2.05599257e+0
1004 2.59556373e-1 -2.02689461e+0
1006 2.57449869e-1 -1.99816181e+0
1008 2.55732958e-1 -1.96977830e+0
1010 2.54446238e-1 -1.94173274e+0
1012 2.53639598e-1 -1.91402024e+0
1014 2.53373713e-1 -1.88664531e+0
1016 2.53721436e-1 -1.85962601e+0
1018 2.54768722e-1 -1.83299990e+0
1020 2.56614357e-1 -1.80683238e+0
1022 2.59367184e-1 -1.78122787e+0
1024 2.63138667e-1 -1.75634433e+0
1026 2.68027325e-1 -1.73241047e+0
1028 2.74090288e-1 -1.70974269e+0
1030 2.81296635e-1 -1.68875491e+0
1032 2.89459858e-1 -1.66994692e+0
1034 2.98156735e-1 -1.65384957e+0
1036 3.06661167e-1 -1.64090385e+0
1038 3.13949728e-1 -1.63127172e+0
1040 3.18845613e-1 -1.62463134e+0
1042 3.20316608e-1 -1.62007666e+0
1044 3.17823790e-1 -1.61624365e+0
1046 3.11524503e-1 -1.61166240e+0
1048 3.02195330e-1 -1.60516104e+0
1050 2.90932786e-1 -1.59610634e+0
1052 2.78820891e-1 -1.58440197e+0
1054 2.66717011e-1 -1.57032538e+0
1056 2.55186673e-1 -1.55433201e+0
1058 2.44537347e-1 -1.53690739e+0
1060 2.34889653e-1 -1.51848526e+0
1062 2.26247036e-1 -1.49941689e+0
1064 2.18548776e-1 -1.47996969e+0
1066 2.11704990e-1 -1.46033880e+0
1068 2.05617472e-1 -1.44066218e+0
1070 2.00190953e-1 -1.42103470e+0
1072 1.95338463e-1 -1.40151981e+0
1074 1.90983290e-1 -1.38215844e+0
1076 1.87059137e-1 -1.36297565e+0
1078 1.83509394e-1 -1.34398545e+0
1080 1.80286055e-1 -1.32519417e+0
1082 1.77348554e-1 -1.30660293e+0
1084 1.74662656e-1 -1.28820929e+0
1086 1.72199466e-1 -1.27000848e+0
1088 1.69934569e-1 -1.25199420e+0
1090 1.67847305e-1 -1.23415921e+0
1092 1.65920156e-1 -1.21649569e+0
