#Note:A; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
1150 1.98166527e-1 3.26708841e-1
1152 2.02881778e-1 3.49852772e-1
1154 2.07943534e-1 3.73445555e-1
1156 2.13383500e-1 3.97512583e-1
1158 2.19237461e-1 4.22080604e-1
1160 2.25545886e-1 4.47177749e-1
1162 2.32354641e-1 4.72833531e-1
1164 2.39715824e-1 4.99078808e-1
1166 2.47688749e-1 5.25945686e-1
1168 2.56341112e-1 5.53467341e-1
1170 2.65750364e-1 5.81677742e-1
1172 2.76005338e-1 6.10611210e-1
1174 2.87208174e-1 6.40301772e-1
1176 2.99476593e-1 6.70782232e-1
1178 3.12946587e-1 7.02082838e-1
1180 3.27775579e-1 7.34229418e-1
1182 3.44146132e-1 7.67240767e-1
1184 3.62270257e-1 8.01125033e-1
1186 3.82394356e-1 8.35874706e-1
1188 4.04804791e-1 8.71459751e-1
1190 4.29833977e-1 9.07818164e-1
1192 4.57866708e-1 9.44843111e-1
1194 4.89346156e-1 9.82365449e-1
1196 5.24778473e-1 1.02013019e+0
1198 5.64734128e-1 1.05776511e+0
1200 6.09842850e-1 1.09473965e+0
1202 6.60777144e-1 1.13031221e+0
1204 7.18216611e-1 1.16346540e+0
1206 7.82781763e-1 1.19283107e+0
1208 8.54922098e-1 1.21661333e+0
1210 9.34740703e-1 1.23252803e+0
1212 1.02174047e+0 1.23779488e+0
1214 1.11449267e+0 1.22924084e+0
1216 1.21026760e+0 1.20359433e+0
1218 1.30473586e+0 1.15804608e+0
1220 1.39193480e+0 1.09108872e+0
1222 1.46474007e+0 1.00349193e+0
1224 1.51598582e+0 8.99054358e-1
1226 1.54007421e+0 7.84647471e-1
1228 1.53451775e+0 6.69238758e-1
1230 1.50069382e+0 5.62088055e-1
1232 1.44341197e+0 4.70825393e-1
1234 1.36953027e+0 4.00196763e-1
1236 1.28630146e+0 3.51832706e-1
1238 1.20008704e+0 3.24842262e-1
1240 1.11570917e+0 3.16761128e-1
1242 1.03636171e+0 3.24445182e-1
1244 9.63851077e-1 3.44709549e-1
1246 8.98954393e-1 3.74691002e-1
1248 8.41763417e-1 4.11998291e-1
1250 7.91958729e-1 4.54731262e-1
1252 7.49004844e-1 5.01433376e-1
1254 7.12277998e-1 5.51019191e-1
1256 6.81143937e-1 6.02699521e-1
1258 6.55001569e-1 6.55914734e-1
1260 6.33304732e-1 7.10279619e-1
1262 6.15570670e-1 7.65539826e-1
1264 6.01380871e-1 8.21538415e-1
1266 5.90377866e-1 8.78190654e-1
1268 5.82260153e-1 9.35465281e-1
1270 5.76776514e-1 9.93370720e-1
1272 5.73720436e-1 1.05194502e+0
