#Note:F; Temperature:25°C
#f[Hz] Re(Z/Zc) Im(Z/Zc)
470 2.57433982e+0 6.63901980e+0
472 3.01118465e+0 7.17149536e+0
474 3.56033002e+0 7.76024836e+0
476 4.25968733e+0 8.40584630e+0
478 5.16201015e+0 9.10107362e+0
480 6.34008323e+0 9.82210664e+0
482 7.89110599e+0 1.05113754e+1
484 9.93380075e+0 1.10460066e+1
486 1.25796559e+1 1.11866375e+1
488 1.58371119e+1 1.05203679e+1
490 1.94000788e+1 8.48451556e+0
492 2.24063019e+1 4.67732812e+0
494 2.36308312e+1 -5.00808728e-1
496 2.24585370e+1 -5.66385766e+0
498 1.95420045e+1 -9.45753498e+0
500 1.60861809e+1 -1.15212111e+1
502 1.29173576e+1 -1.22546772e+1
504 1.03275743e+1 -1.21983170e+1
506 8.31200225e+0 -1.17472924e+1
508 6.76788395e+0 -1.11325758e+1
510 5.58425974e+0 -1.04747623e+1
512 4.66937604e+0 -9.83196711e+0
514 3.95390409e+0 -9.22952809e+0
516 3.38717080e+0 -8.67631268e+0
518 2.93247187e+0 -8.17323376e+0
520 2.56315830e+0 -7.71759370e+0
522 2.25972824e+0 -7.30526401e+0
524 2.00775945e+0 -6.93175448e+0
526 1.79646214e+0 -6.59271565e+0
528 1.61766812e+0 -6.28415369e+0
530 1.46512165e+0 -6.00250178e+0
532 1.33397788e+0 -5.74462178e+0
534 1.22044456e+0 -5.50777457e+0
536 1.12152348e+0 -5.28957837e+0
538 1.03482173e+0 -5.08796468e+0
540 9.58412591e-1 -4.90113641e+0
542 8.90731802e-1 -4.72753011e+0
544 8.30499477e-1 -4.56578278e+0
546 7.76660785e-1 -4.41470326e+0
548 7.28340429e-1 -4.27324771e+0
550 6.84807434e-1 -4.14049882e+0
552 6.45447676e-1 -4.01564806e+0
554 6.09742279e-1 -3.89798073e+0
556 5.77250508e-1 -3.78686319e+0
558 5.47596120e-1 -3.68173211e+0
560 5.20456402e-1 -3.58208521e+0
562 4.95553319e-1 -3.48747343e+0
564 4.72646311e-1 -3.39749426e+0
566 4.51526407e-1 -3.31178594e+0
568 4.32011386e-1 -3.23002254e+0
570 4.13941780e-1 -3.15190974e+0
572 3.97177552e-1 -3.07718107e+0
574 3.81595327e-1 -3.00559482e+0
576 3.67086074e-1 -2.93693120e+0
578 3.53553150e-1 -2.87098995e+0
580 3.40910653e-1 -2.80758827e+0
582 3.29082019e-1 -2.74655892e+0
584 3.17998835e-1 -2.68774863e+0
586 3.07599817e-1 -2.63101670e+0
588 2.97829941e-1 -2.57623369e+0
590 2.88639688e-1 -2.52328037e+0
592 2.79984402e-1 -2.47204668e+0
594 2.71823725e-1 -2.42243092e+0
596 2.64121113e-1 -2.37433890e+0
598 2.56843414e-1 -2.32768332e+0
600 2.49960493e-1 -2.28238310e+0
602 2.43444915e-1 -2.23836286e+0
604 2.37271660e-1 -2.19555239e+0
606 2.31417871e-1 -2.15388623e+0
608 2.25862639e-1 -2.11330326e+0
610 2.20586803e-1 -2.07374634e+0
612 2.15572787e-1 -2.03516198e+0
614 2.10804438e-1 -1.99750005e+0
616 2.06266898e-1 -1.96071350e+0
618 2.01946483e-1 -1.92475812e+0
620 1.97830570e-1 -1.88959233e+0
622 1.93907509e-1 -1.85517697e+0
624 1.90166530e-1 -1.82147511e+0
626 1.86597671e-1 -1.78845191e+0
628 1.83191705e-1 -1.75607441e+0
630 1.79940083e-1 -1.72431147e+0
632 1.76834872e-1 -1.69313356e+0
634 1.73868708e-1 -1.66251268e+0
636 1.71034752e-1 -1.63242229e+0
638 1.68326643e-1 -1.60283711e+0
640 1.65738467e-1 -1.57373314e+0
642 1.63264718e-1 -1.54508749e+0
644 1.60900273e-1 -1.51687834e+0
646 1.58640358e-1 -1.48908486e+0
648 1.56480527e-1 -1.46168715e+0
650 1.54416636e-1 -1.43466615e+0
652 1.52444825e-1 -1.40800363e+0
654 1.50561497e-1 -1.38168207e+0
656 1.48763301e-1 -1.35568467e+0
658 1.47047116e-1 -1.32999527e+0
660 1.45410037e-1 -1.30459832e+0
662 1.43849362e-1 -1.27947882e+0
664 1.42362578e-1 -1.25462230e+0
666 1.40947353e-1 -1.23001477e+0
668 1.39601525e-1 -1.20564270e+0
670 1.38323091e-1 -1.18149297e+0
672 1.37110201e-1 -1.15755286e+0
674 1.35961151e-1 -1.13380998e+0
676 1.34874374e-1 -1.11025231e+0
678 1.33848436e-1 -1.08686809e+0
680 1.32882028e-1 -1.06364588e+0
682 1.31973967e-1 -1.04057446e+0
684 1.31123182e-1 -1.01764287e+0
686 1.30328720e-1 -9.94840322e-1
688 1.29589738e-1 -9.72156249e-1
690 1.28905498e-1 -9.49580231e-1
