! version = 0.10.3
! unit = mm
! diameter = True
#    x0	     x1	     D0	     D1	       type	  param
 -60.75	   0	  18.1	  18.1	       Cone
   0	 157.25	  18.1	  18.1	       Cone
 157.25	 183.75	  18.1	  18.1	       Cone
 183.75	 344.95	  18.1	  14.6	       Cone
 344.95	 365.55	  14.6	  14.6	       Cone
 365.55	 387.95	  14.6	  14.6	       Cone
 387.95	 529.25	  14.6	  14.6	       Cone
 529.25	 548.05	  14.6	  14.6	       Cone
 548.05	 641.05	  14.6	  14.6	       Cone
